fecha,titulo,ranking_real,ranking_pred,V,prob_rank1
2013-03-16,Troublemaker,34,39,0.125241,0.019572
2013-03-16,One More Night,35,29,0.148307,0.020029
2013-03-16,Home,36,31,0.148307,0.020029
2013-03-16,Hall Of Fame,37,11,0.224065,0.021605
2013-03-16,Some Nights,38,30,0.148307,0.020029
2013-03-16,Wanted,39,28,0.148307,0.020029
2013-03-16,All Gold Everything,40,27,0.148307,0.020029
2013-03-16,C'mon,41,25,0.148307,0.020029
2013-03-16,Adorn,42,26,0.148307,0.020029
2013-03-16,Better Dig Two,43,33,0.148307,0.020029
2013-03-16,One Way Or Another (Teenage Kicks),44,48,0.038788,0.017951
2013-03-16,One Of Those Nights,45,34,0.148307,0.020029
2013-03-16,Two Black Cadillacs,46,23,0.148307,0.020029
2013-03-16,Just Give Me A Reason,47,47,0.041271,0.017995
2013-03-16,Swimming Pools (Drank),48,24,0.148307,0.020029
2013-03-16,Kiss You,49,36,0.143481,0.019932
2013-03-16,Downtown,50,46,0.049961,0.018153
2013-03-23,Harlem Shake,1,49,0.049641,0.0181
2013-03-23,Thrift Shop,2,1,0.227784,0.021629
2013-03-23,When I Was Your Man,3,32,0.149854,0.020008
2013-03-23,Stay,4,43,0.074006,0.018546
2013-03-23,Suit & Tie,5,12,0.184983,0.020723
2013-03-23,I Knew You Were Trouble.,6,21,0.149854,0.020008
2013-03-23,Started From The Bottom,7,45,0.063965,0.018361
2013-03-23,Scream & Shout,8,2,0.227784,0.021629
2013-03-23,Love Me,9,13,0.157303,0.020157
2013-03-23,Locked Out Of Heaven,10,16,0.149854,0.020008
2013-03-23,Don't You Worry Child,11,4,0.227784,0.021629
2013-03-23,Daylight,12,15,0.149854,0.020008
2013-03-23,Feel This Moment,13,38,0.125241,0.019521
2013-03-23,Ho Hey,14,22,0.149854,0.020008
2013-03-23,F**kin Problems,15,5,0.227784,0.021629
2013-03-23,Sweet Nothing,16,3,0.227784,0.021629
2013-03-23,Radioactive,17,20,0.149854,0.020008
2013-03-23,Just Give Me A Reason,18,48,0.055818,0.018212
2013-03-23,Pour It Up,19,35,0.143481,0.019881
2013-03-23,I Will Wait,20,8,0.227784,0.021629
2013-03-23,Girl On Fire,21,7,0.227784,0.021629
2013-03-23,Heart Attack,22,50,0.027587,0.017705
2013-03-23,It's Time,23,23,0.149854,0.020008
2013-03-23,Catch My Breath,24,19,0.149854,0.020008
2013-03-23,Sure Be Cool If You Did,25,37,0.130028,0.019615
2013-03-23,Little Talks,26,9,0.227784,0.021629
2013-03-23,Gangnam Style,27,18,0.149854,0.020008
2013-03-23,Poetic Justice,28,6,0.227784,0.021629
2013-03-23,Carry On,29,36,0.143481,0.019881
2013-03-23,Try,30,17,0.149854,0.020008
2013-03-23,Beauty And A Beat,31,10,0.227784,0.021629
2013-03-23,Troublemaker,32,14,0.157303,0.020157
2013-03-23,Diamonds,33,31,0.149854,0.020008
2013-03-23,Sail,34,42,0.095774,0.018954
2013-03-23,Hall Of Fame,35,11,0.227784,0.021629
2013-03-23,One More Night,36,30,0.149854,0.020008
2013-03-23,Home,37,29,0.149854,0.020008
2013-03-23,Mama's Broken Heart,38,41,0.095774,0.018954
2013-03-23,Some Nights,39,28,0.149854,0.020008
2013-03-23,Can't Hold Us,40,40,0.096329,0.018965
2013-03-23,Adorn,41,25,0.149854,0.020008
2013-03-23,Downtown,42,47,0.062845,0.01834
2013-03-23,Two Black Cadillacs,43,26,0.149854,0.020008
2013-03-23,All Gold Everything,44,27,0.149854,0.020008
2013-03-23,Bad,45,44,0.072952,0.018527
2013-03-23,Wanted,46,34,0.149854,0.020008
2013-03-23,My Songs Know What You Did In The Dark (Light Em Up),47,46,0.062845,0.01834
2013-03-23,One Of Those Nights,48,24,0.149854,0.020008
2013-03-23,Better Dig Two,49,33,0.149854,0.020008
2013-03-23,Get Your Shine On,50,39,0.097168,0.018981
2013-03-30,Harlem Shake,1,49,0.062282,0.018265
2013-03-30,Thrift Shop,2,1,0.22884,0.021576
2013-03-30,When I Was Your Man,3,32,0.15026,0.019945
2013-03-30,Suit & Tie,4,12,0.20594,0.021087
2013-03-30,Stay,5,41,0.096329,0.018898
2013-03-30,Started From The Bottom,6,43,0.07946,0.018582
2013-03-30,I Knew You Were Trouble.,7,21,0.15026,0.019945
2013-03-30,Scream & Shout,8,2,0.22884,0.021576
2013-03-30,Just Give Me A Reason,9,46,0.07348,0.018471
2013-03-30,Love Me,10,14,0.188024,0.020713
2013-03-30,Feel This Moment,11,15,0.157303,0.020086
2013-03-30,Daylight,12,16,0.15026,0.019945
2013-03-30,Locked Out Of Heaven,13,22,0.15026,0.019945
2013-03-30,Ho Hey,14,31,0.15026,0.019945
2013-03-30,Don't You Worry Child,15,4,0.22884,0.021576
2013-03-30,F**kin Problems,16,3,0.22884,0.021576
2013-03-30,Sweet Nothing,17,8,0.22884,0.021576
2013-03-30,Radioactive,18,20,0.15026,0.019945
2013-03-30,Heart Attack,19,50,0.038321,0.017833
2013-03-30,Pour It Up,20,33,0.148307,0.019906
2013-03-30,I Will Wait,21,7,0.22884,0.021576
2013-03-30,It's Time,22,23,0.15026,0.019945
2013-03-30,Girl On Fire,23,6,0.22884,0.021576
2013-03-30,Sure Be Cool If You Did,24,35,0.14045,0.01975
2013-03-30,Mirrors,25,48,0.063406,0.018286
2013-03-30,Carry On,26,34,0.148307,0.019906
2013-03-30,Catch My Breath,27,19,0.15026,0.019945
2013-03-30,Little Talks,28,5,0.22884,0.021576
2013-03-30,Gangnam Style,29,17,0.15026,0.019945
2013-03-30,Poetic Justice,30,9,0.22884,0.021576
2013-03-30,Troublemaker,31,13,0.188024,0.020713
2013-03-30,Try,32,18,0.15026,0.019945
2013-03-30,Beauty And A Beat,33,10,0.22884,0.021576
2013-03-30,I Love It,34,38,0.120843,0.019367
2013-03-30,Downtown,35,45,0.077637,0.018548
2013-03-30,My Songs Know What You Did In The Dark (Light Em Up),36,44,0.077637,0.018548
2013-03-30,Sail,37,39,0.113959,0.019234
2013-03-30,Bad,38,42,0.094516,0.018864
2013-03-30,Mama's Broken Heart,39,40,0.113959,0.019234
2013-03-30,Can't Hold Us,40,37,0.123773,0.019424
2013-03-30,Home,41,27,0.15026,0.019945
2013-03-30,One More Night,42,26,0.15026,0.019945
2013-03-30,Diamonds,43,29,0.15026,0.019945
2013-03-30,Two Black Cadillacs,44,28,0.15026,0.019945
2013-03-30,All Gold Everything,45,25,0.15026,0.019945
2013-03-30,Adorn,46,30,0.15026,0.019945
2013-03-30,Wagon Wheel,47,36,0.124928,0.019446
2013-03-30,Bugatti,48,47,0.071891,0.018442
2013-03-30,Some Nights,49,24,0.15026,0.019945
2013-03-30,Hall Of Fame,50,11,0.22884,0.021576
2013-04-06,Thrift Shop,1,1,0.229111,0.021517
2013-04-06,Harlem Shake,2,48,0.076727,0.018476
2013-04-06,Suit & Tie,3,11,0.215957,0.021236
2013-04-06,When I Was Your Man,4,30,0.150356,0.019888
2013-04-06,Stay,5,40,0.123773,0.019366
2013-04-06,Just Give Me A Reason,6,43,0.095423,0.018825
2013-04-06,Started From The Bottom,7,42,0.097168,0.018858
2013-04-06,Feel This Moment,8,14,0.188024,0.020651
2013-04-06,Love Me,9,12,0.209631,0.021102
2013-04-06,I Knew You Were Trouble.,10,23,0.150356,0.019888
2013-04-06,Scream & Shout,11,2,0.229111,0.021517
2013-04-06,Daylight,12,22,0.150356,0.019888
2013-04-06,Mirrors,13,47,0.078549,0.01851
2013-04-06,Locked Out Of Heaven,14,19,0.150356,0.019888
2013-04-06,Radioactive,15,21,0.150356,0.019888
2013-04-06,Sweet Nothing,16,3,0.229111,0.021517
2013-04-06,Ho Hey,17,20,0.150356,0.019888
2013-04-06,F**kin Problems,18,8,0.229111,0.021517
2013-04-06,Pour It Up,19,33,0.149854,0.019878
2013-04-06,Don't You Worry Child,20,7,0.229111,0.021517
2013-04-06,Heart Attack,21,49,0.049641,0.017982
2013-04-06,I Will Wait,22,6,0.229111,0.021517
2013-04-06,It's Time,23,18,0.150356,0.019888
2013-04-06,Carry On,24,32,0.149854,0.019878
2013-04-06,Sure Be Cool If You Did,25,35,0.145059,0.019783
2013-04-06,22,26,31,0.15026,0.019886
2013-04-06,Can't Hold Us,27,15,0.155083,0.019982
2013-04-06,My Songs Know What You Did In The Dark (Light Em Up),28,44,0.094386,0.018805
2013-04-06,Little Talks,29,4,0.229111,0.021517
2013-04-06,Troublemaker,30,13,0.209631,0.021102
2013-04-06,Girl On Fire,31,5,0.229111,0.021517
2013-04-06,Catch My Breath,32,17,0.150356,0.019888
2013-04-06,I Love It,33,16,0.150671,0.019894
2013-04-06,Gangnam Style,34,29,0.150356,0.019888
2013-04-06,Poetic Justice,35,10,0.229111,0.021517
2013-04-06,Bad,36,41,0.120843,0.019309
2013-04-06,Try,37,25,0.150356,0.019888
2013-04-06,Wagon Wheel,38,36,0.134501,0.019575
2013-04-06,Bugatti,39,46,0.092699,0.018774
2013-04-06,Downtown,40,45,0.094386,0.018805
2013-04-06,Mama's Broken Heart,41,39,0.130028,0.019488
2013-04-06,#thatPOWER,42,50,0.016171,0.017391
2013-04-06,Sail,43,38,0.130028,0.019488
2013-04-06,Beauty And A Beat,44,9,0.229111,0.021517
2013-04-06,Madness,45,28,0.150356,0.019888
2013-04-06,Home,46,27,0.150356,0.019888
2013-04-06,Diamonds,47,26,0.150356,0.019888
2013-04-06,One More Night,48,24,0.150356,0.019888
2013-04-06,Get Your Shine On,49,37,0.132619,0.019538
2013-04-06,I Drive Your Truck,50,34,0.14653,0.019812
2013-04-13,Thrift Shop,1,1,0.229179,0.02144
2013-04-13,When I Was Your Man,2,24,0.150378,0.019815
2013-04-13,Suit & Tie,3,12,0.219411,0.021231
2013-04-13,Harlem Shake,4,47,0.093005,0.01871
2013-04-13,Just Give Me A Reason,5,40,0.122307,0.019266
2013-04-13,Stay,6,16,0.155083,0.019908
2013-04-13,Radioactive,7,22,0.150378,0.019815
2013-04-13,Started From The Bottom,8,43,0.115948,0.019144
2013-04-13,Feel This Moment,9,13,0.209631,0.021025
2013-04-13,The Way,10,50,0.016171,0.017326
2013-04-13,Mirrors,11,46,0.095774,0.018762
2013-04-13,I Knew You Were Trouble.,12,20,0.150378,0.019815
2013-04-13,Daylight,13,21,0.150378,0.019815
2013-04-13,Love Me,14,10,0.219993,0.021244
2013-04-13,Can't Hold Us,15,14,0.184983,0.020513
2013-04-13,Scream & Shout,16,2,0.229179,0.02144
2013-04-13,Heart Attack,17,49,0.062282,0.018144
2013-04-13,Sweet Nothing,18,7,0.229179,0.02144
2013-04-13,Locked Out Of Heaven,19,19,0.150378,0.019815
2013-04-13,Pour It Up,20,33,0.15026,0.019813
2013-04-13,F**kin Problems,21,3,0.229179,0.02144
2013-04-13,Carry On,22,32,0.15026,0.019813
2013-04-13,Ho Hey,23,23,0.150378,0.019815
2013-04-13,I Love It,24,15,0.178959,0.020389
2013-04-13,Don't You Worry Child,25,5,0.229179,0.02144
2013-04-13,I Will Wait,26,6,0.229179,0.02144
2013-04-13,My Songs Know What You Did In The Dark (Light Em Up),27,45,0.111986,0.019069
2013-04-13,It's Time,28,18,0.150378,0.019815
2013-04-13,Troublemaker,29,11,0.219993,0.021244
2013-04-13,Wagon Wheel,30,39,0.138695,0.019585
2013-04-13,Bad,31,17,0.150671,0.019821
2013-04-13,Little Talks,32,4,0.229179,0.02144
2013-04-13,22,33,31,0.150356,0.019815
2013-04-13,Sure Be Cool If You Did,34,35,0.14653,0.019739
2013-04-13,Bugatti,35,42,0.117922,0.019182
2013-04-13,Downtown,36,44,0.111986,0.019069
2013-04-13,Catch My Breath,37,29,0.150378,0.019815
2013-04-13,Mama's Broken Heart,38,38,0.14045,0.019619
2013-04-13,Girl On Fire,39,8,0.229179,0.02144
2013-04-13,Sail,40,37,0.14045,0.019619
2013-04-13,Poetic Justice,41,9,0.229179,0.02144
2013-04-13,Get Your Shine On,42,36,0.143481,0.019679
2013-04-13,Try,43,30,0.150378,0.019815
2013-04-13,Gangnam Style,44,27,0.150378,0.019815
2013-04-13,Alive,45,48,0.093005,0.01871
2013-04-13,Madness,46,28,0.150378,0.019815
2013-04-13,I Drive Your Truck,47,34,0.146913,0.019746
2013-04-13,Power Trip,48,41,0.122307,0.019266
2013-04-13,One More Night,49,25,0.150378,0.019815
2013-04-13,Home,50,26,0.150378,0.019815
2013-04-20,When I Was Your Man,1,23,0.150383,0.019664
2013-04-20,Thrift Shop,2,1,0.229195,0.021277
2013-04-20,Just Give Me A Reason,3,20,0.152872,0.019713
2013-04-20,Stay,4,17,0.184983,0.020356
2013-04-20,Suit & Tie,5,12,0.220385,0.02109
2013-04-20,Harlem Shake,6,47,0.110027,0.018886
2013-04-20,Can't Hold Us,7,14,0.20594,0.020787
2013-04-20,Cruise,8,2,0.229195,0.021277
2013-04-20,Started From The Bottom,9,43,0.132619,0.019318
2013-04-20,Feel This Moment,10,13,0.219993,0.021082
2013-04-20,Radioactive,11,29,0.150383,0.019664
2013-04-20,Mirrors,12,46,0.113959,0.018961
2013-04-20,Love Me,13,10,0.223578,0.021157
2013-04-20,Daylight,14,30,0.150383,0.019664
2013-04-20,Heart Attack,15,49,0.076727,0.018268
2013-04-20,I Knew You Were Trouble.,16,24,0.150383,0.019664
2013-04-20,I Love It,17,15,0.19865,0.020636
2013-04-20,Scream & Shout,18,7,0.229195,0.021277
2013-04-20,Locked Out Of Heaven,19,21,0.150383,0.019664
2013-04-20,Ho Hey,20,22,0.150383,0.019664
2013-04-20,Sweet Nothing,21,3,0.229195,0.021277
2013-04-20,The Way,22,50,0.028452,0.017407
2013-04-20,Carry On,23,34,0.150356,0.019664
2013-04-20,Wagon Wheel,24,42,0.140021,0.019461
2013-04-20,I Will Wait,25,5,0.229195,0.021277
2013-04-20,Don't You Worry Child,26,6,0.229195,0.021277
2013-04-20,My Songs Know What You Did In The Dark (Light Em Up),27,45,0.127464,0.019219
2013-04-20,F**kin Problems,28,4,0.229195,0.021277
2013-04-20,Sure Be Cool If You Did,29,38,0.146913,0.019596
2013-04-20,Pour It Up,30,35,0.150356,0.019664
2013-04-20,Bad,31,18,0.178959,0.020234
2013-04-20,Troublemaker,32,11,0.223578,0.021157
2013-04-20,It's Time,33,27,0.150383,0.019664
2013-04-20,22,34,33,0.150378,0.019664
2013-04-20,Mama's Broken Heart,35,40,0.145059,0.01956
2013-04-20,Downtown,36,44,0.127464,0.019219
2013-04-20,Little Talks,37,8,0.229195,0.021277
2013-04-20,Bugatti,38,39,0.146298,0.019584
2013-04-20,Get Your Shine On,39,36,0.148307,0.019623
2013-04-20,Alive,40,48,0.110027,0.018886
2013-04-20,Catch My Breath,41,28,0.150383,0.019664
2013-04-20,Highway Don't Care,42,16,0.191085,0.020481
2013-04-20,Power Trip,43,19,0.152872,0.019713
2013-04-20,Sail,44,41,0.145059,0.01956
2013-04-20,Madness,45,26,0.150383,0.019664
2013-04-20,Poetic Justice,46,9,0.229195,0.021277
2013-04-20,Try,47,25,0.150383,0.019664
2013-04-20,Gangnam Style,48,32,0.150383,0.019664
2013-04-20,One More Night,49,31,0.150383,0.019664
2013-04-20,I Drive Your Truck,50,37,0.147004,0.019598
2013-04-27,Just Give Me A Reason,1,18,0.181961,0.020491
2013-04-27,Thrift Shop,2,1,0.229199,0.021482
2013-04-27,When I Was Your Man,3,24,0.150384,0.019854
2013-04-27,Stay,4,16,0.20594,0.020988
2013-04-27,Can't Hold Us,5,13,0.215957,0.021199
2013-04-27,Suit & Tie,6,12,0.220634,0.021299
2013-04-27,Mirrors,7,40,0.130028,0.019454
2013-04-27,Feel This Moment,8,11,0.223578,0.021361
2013-04-27,Started From The Bottom,9,36,0.143481,0.019717
2013-04-27,Heart Attack,10,43,0.093005,0.018747
2013-04-27,Cruise,11,2,0.229199,0.021482
2013-04-27,Gentleman,12,48,0.016171,0.01736
2013-04-27,Harlem Shake,13,42,0.124928,0.019355
2013-04-27,Radioactive,14,23,0.150384,0.019854
2013-04-27,Love Me,15,9,0.224592,0.021383
2013-04-27,I Love It,16,15,0.207997,0.021031
2013-04-27,Daylight,17,22,0.150384,0.019854
2013-04-27,Crash My Party,18,47,0.016171,0.01736
2013-04-27,I Knew You Were Trouble.,19,27,0.150384,0.019854
2013-04-27,Mama's Broken Heart,20,34,0.14653,0.019777
2013-04-27,Wagon Wheel,21,37,0.140364,0.019656
2013-04-27,Ho Hey,22,21,0.150384,0.019854
2013-04-27,Carry On,23,30,0.150378,0.019854
2013-04-27,Locked Out Of Heaven,24,25,0.150384,0.019854
2013-04-27,Highway Don't Care,25,14,0.213351,0.021144
2013-04-27,Power Trip,26,19,0.181961,0.020491
2013-04-27,Sweet Nothing,27,4,0.229199,0.021482
2013-04-27,Scream & Shout,28,3,0.229199,0.021482
2013-04-27,Downtown,29,39,0.137457,0.019599
2013-04-27,My Songs Know What You Did In The Dark (Light Em Up),30,38,0.137457,0.019599
2013-04-27,Bad,31,17,0.19865,0.020835
2013-04-27,22,32,28,0.150383,0.019854
2013-04-27,I Will Wait,33,8,0.229199,0.021482
2013-04-27,F**kin Problems,34,7,0.229199,0.021482
2013-04-27,Don't You Worry Child,35,6,0.229199,0.021482
2013-04-27,Sure Be Cool If You Did,36,32,0.147004,0.019787
2013-04-27,The Way,37,46,0.040873,0.017794
2013-04-27,Pour It Up,38,29,0.150378,0.019854
2013-04-27,Troublemaker,39,10,0.224592,0.021383
2013-04-27,Boys 'round Here,40,45,0.04114,0.017799
2013-04-27,Get Your Shine On,41,31,0.149854,0.019843
2013-04-27,Alive,42,41,0.124928,0.019355
2013-04-27,I Want Crazy,43,50,0.016171,0.01736
2013-04-27,Bugatti,44,20,0.173016,0.020308
2013-04-27,Come & Get It,45,49,0.016171,0.01736
2013-04-27,DONE.,46,44,0.063965,0.01821
2013-04-27,It's Time,47,26,0.150384,0.019854
2013-04-27,Sail,48,35,0.14653,0.019777
2013-04-27,Little Talks,49,5,0.229199,0.021482
2013-04-27,If I Didn't Have You,50,33,0.147004,0.019787
2013-05-04,Just Give Me A Reason,1,18,0.20228,0.02078
2013-05-04,Can't Hold Us,2,14,0.219411,0.021139
2013-05-04,Thrift Shop,3,1,0.2292,0.021347
2013-05-04,When I Was Your Man,4,23,0.150384,0.019729
2013-05-04,Gentleman,5,48,0.027749,0.017452
2013-05-04,Stay,6,15,0.215957,0.021066
2013-05-04,Mirrors,7,39,0.14045,0.019534
2013-05-04,Suit & Tie,8,13,0.220695,0.021166
2013-05-04,Feel This Moment,9,11,0.224592,0.021249
2013-05-04,Started From The Bottom,10,32,0.148307,0.019688
2013-05-04,Heart Attack,11,44,0.110027,0.018948
2013-05-04,Radioactive,12,22,0.150384,0.019729
2013-05-04,I Love It,13,16,0.211197,0.020966
2013-05-04,Cruise,14,2,0.2292,0.021347
2013-05-04,My Songs Know What You Did In The Dark (Light Em Up),15,37,0.141855,0.019561
2013-05-04,Love Me,16,10,0.224852,0.021254
2013-05-04,Harlem Shake,17,42,0.134501,0.019418
2013-05-04,Daylight,18,26,0.150384,0.019729
2013-05-04,Get Lucky,19,50,0.016171,0.017251
2013-05-04,Wagon Wheel,20,40,0.140444,0.019534
2013-05-04,Power Trip,21,19,0.20228,0.02078
2013-05-04,Come & Get It,22,49,0.027587,0.017449
2013-05-04,Carry On,23,29,0.150383,0.019729
2013-05-04,22,24,28,0.150384,0.019729
2013-05-04,I Knew You Were Trouble.,25,24,0.150384,0.019729
2013-05-04,Ho Hey,26,21,0.150384,0.019729
2013-05-04,Bad,27,17,0.207997,0.020899
2013-05-04,Mama's Broken Heart,28,36,0.146913,0.01966
2013-05-04,Sweet Nothing,29,3,0.2292,0.021347
2013-05-04,Locked Out Of Heaven,30,27,0.150384,0.019729
2013-05-04,Troublemaker,31,9,0.224852,0.021254
2013-05-04,The Way,32,47,0.054964,0.017933
2013-05-04,Downtown,33,38,0.141855,0.019561
2013-05-04,Scream & Shout,34,8,0.2292,0.021347
2013-05-04,Get Your Shine On,35,31,0.15026,0.019726
2013-05-04,Boys 'round Here,36,46,0.055536,0.017944
2013-05-04,Pour It Up,37,30,0.150383,0.019729
